Référence	ContexteGauche	Pivot	ContexteDroit
TXM_etude_des_moeurs	le père et le fils. Le bon	père	louait à la société sa maison pour une somme de douze cents
TXM_etude_des_moeurs	où il aurait remboursé cette somme à son	père	, il deviendrait seul et unique propriétaire de l'imprimerie. David
TXM_etude_des_moeurs	rien aux larges calculs des Parisiens, le	père	fut étonné d'une si prompte conclusion. —Mon fils se serait
TXM_etude_des_moeurs	lui prendre en à-compte. La curiosité du	père	éveilla la défiance du fils. David resta boutonné jusqu'au menton
TXM_etude_des_moeurs	payer les ouvriers. Quand David pria son	père	, en sa qualité d'associé, de contribuer à la mise
TXM_etude_des_moeurs	à la sueur du front de son vieux	père	, il pouvait bien l'employer aujourd'hui. —Qu 'as -tu
TXM_etude_des_moeurs	, celle que cause l'abaissement d'un	père	: il lui fallut subir le flux de raisons viles, pleureuses
TXM_etude_des_moeurs	appui, en trouvant un spéculateur dans son	père	que, par curiosité philosophique, il voulut connaître à fond.
TXM_etude_des_moeurs	! A cette réponse, David devina son	père	tout entier, et comprit que, pour en obtenir un compte
TXM_etude_des_moeurs	peines il acquitterait les engagements pris envers son	père	. —Je travaillerai, se dit -il. Après tout, si
TXM_etude_des_moeurs	—Je te laisse un trésor, dit le	père	inquiet du silence de son fils. David demanda quel était ce
TXM_etude_des_moeurs	était ce trésor. —Marion, dit le	père	. Marion était une grosse fille de campagne indispensable à l'exploitation
TXM_etude_des_moeurs	l'aurait mise à la composition. Le	père	partit à pied pour la campagne. Quoique très-heureux de sa vente
TXM_etude_des_moeurs	de sa retraite à la campagne, le	père	Séchard montra une figure soucieuse au-dessus de ses échalas ; car il
TXM_etude_des_moeurs	-ils, employer un homme qui avait pour	père	un septembriseur, un ivrogne, un bonapartiste, un vieil avare
TXM_etude_des_moeurs	que David eut transmis cette nouvelle à son	père	, le vieux vigneron, épouvanté déjà par les progrès de la
TXM_etude_des_moeurs	trésor inespéré. En dédommagement, le généreux	père	lui abandonna l'imprimerie, mais en maintenant le loyer de la
TXM_etude_des_moeurs	avait fait un chimiste de monsieur Chardon le	père	, et le hasard l'avait établi pharmacien à Angoulême. La
TXM_etude_des_moeurs	misérable chambre en mansarde. Stimulé par un	père	qui, passionné pour les sciences naturelles, l'avait d'abord
TXM_etude_des_moeurs	les hautes vues qu'il tenait de son	père	sur les applications de la Science à l'Industrie, et David
TXM_etude_des_moeurs	se souvint de deux idées émises par son	père	. Monsieur Chardon avait parlé de réduire de moitié le prix du
TXM_etude_des_moeurs	comment trouver un gendre qui convînt également au	père	et à la fille ? Un pareil homme était le phénix des
TXM_etude_des_moeurs	administrateurs exceptés. La nécessité de cultiver leur	père	, dont madame de Bargeton attendait l'héritage pour aller à Paris
TXM_etude_des_moeurs	; elle lui conseilla de répudier audacieusement son	père	en prenant le noble nom de Rubempré, sans se soucier des
TXM_etude_des_moeurs	recopiés, il raconta le génie de son	père	, ses espérances perdues, et la misère horrible à laquelle il
TXM_etude_des_moeurs	d'être un grand homme, était un	père	, un frère, un ami pour lui ; il se croirait
TXM_etude_des_moeurs	plats du Welche et l'encolure de son	père	le pressier. Lucien entendait les railleries qui pleuvraient sur David,
TXM_etude_des_moeurs	_successeur de_ CHARDON. Le nom de son	père	, écrit ainsi dans un lieu par où passaient toutes les voitures
TXM_etude_des_moeurs	la mélasse, mais il aurait fallu votre	père	pour trouver ce que je cherche. C'était un fameux homme
TXM_etude_des_moeurs	lui parlant de la fatale discrétion que son	père	avait gardée sur sa découverte. —C 'est un grand malheur
TXM_etude_des_moeurs	qui commençait à trouver l'élève de son	père	prodigieusement commun après l'avoir souvent béni ; car plus d'une
TXM_etude_des_moeurs	n'êtes pas mal non plus ! Votre	père	faisait tout bien. Ève était une grande brune, aux cheveux
TXM_etude_des_moeurs	ne sût rien de la fortune de son	père	. Pour lui, Marsac était une bicoque achetée en 1810 quinze
TXM_etude_des_moeurs	au temps des vendanges, et où son	père	le promenait à travers les vignes, en lui vantant des récoltes
TXM_etude_des_moeurs	qui travaille chez un imprimeur. —Puisque le	père	vendait des biscuits contre les vers, dit Jacques, il aurait
TXM_etude_des_moeurs	fils. —Il continue le métier de son	père	, car ce qu'il vient de nous donner me semble de
TXM_etude_des_moeurs	de la cour, à moins que mon	père	ne veuille élever un second étage. Nous lui arrangerions ainsi une
TXM_etude_des_moeurs	? s'écria David atterré. —Mais votre	père	s'opposerait peut-être... —Bien, bien, répondit David, s'
TXM_etude_des_moeurs	, s'il n'y a que mon	père	à consulter, vous serez ma femme. Ève, ma chère
TXM_etude_des_moeurs	, ma chère Ève. Oui, mon	père	a pris plaisir à me ruiner, il a spéculé sur mon
TXM_etude_des_moeurs	auxquels il faut, comme à mon pauvre	père	, une femme qui prenne soin d'eux. —Vous m'aimez
TXM_etude_des_moeurs	unisson des heureux amants. —Pourvu que ton	père	ne contrarie pas ce mariage ? dit -il à David. —Tu
TXM_etude_des_moeurs	Il alla tout en se promenant chez son	père	, et arriva le long du clos attenant à la maison,
TXM_etude_des_moeurs	au-dessus d'une haie. —Bonjour, mon	père	, lui dit David. —Tiens, c'est toi, mon
TXM_etude_des_moeurs	mais aussi comme c'est fumé ! —Mon	père	, je viens vous parler d'une affaire importante. —Eh !
TXM_etude_des_moeurs	toi ? —J 'en gagnerai, mon	père	, mais pour le moment je ne suis pas riche. —Ils
TXM_etude_des_moeurs	ici de fumer à mort, répondit le	père	. Les bourgeois, c'est-à-dire monsieur le marquis, monsieur le
TXM_etude_des_moeurs	les écus. Tu dis ?... —Mon	père	, je me marie, je viens vous demander... —Me demander
TXM_etude_des_moeurs	Pourquoi te marier avant les vendanges... —Mon	père	, je ne viens vous demander que votre consentement. —Ah !
TXM_etude_des_moeurs	ferait les beaux bras à Angoulême. —Mon	père	, je suis engagé... —David, tu n'entends rien au
TXM_etude_des_moeurs	qui puisse me consoler de cela. —Mon	père	, il me semble que jusqu'à présent je vous ai causé
TXM_etude_des_moeurs	de France ? —Eh ! bien, mon	père	, je construirai le second étage à mes frais ; ce sera
TXM_etude_des_moeurs	; ce sera le fils qui enrichira le	père	. Quoique ce soit le monde renversé, cela se voit quelquefois
TXM_etude_des_moeurs	loyers ? Finaud, tu ruses avec ton	père	! La question ainsi posée devint difficile à résoudre, car le
TXM_etude_des_moeurs	Aussi David ne put -il obtenir de son	père	qu'un consentement pur et simple au mariage et la permission de
TXM_etude_des_moeurs	pourrait pas compter sur le secours de son	père	. Il ne fut question dans tout Angoulême que du mot de
TXM_etude_des_moeurs	où tu es une exception ? Si mon	père	épousait sa servante, t'en inquiéterais -tu beaucoup ? Cher enfant
TXM_etude_des_moeurs	tôt ou tard elle lui reviendrait, son	père	avait soixante-dix-huit ans. L'imprimeur fit donc construire en colombage l'
TXM_etude_des_moeurs	David fit à Marsac pour obtenir de son	père	qu'il vînt assister à son mariage, en espérant que le
TXM_etude_des_moeurs	et méditait d'y aller voir son vieux	père	, tant elle s'irritait de ces misérables obstacles. Châtelet ne
TXM_etude_des_moeurs	Gentil à cheval pour l'Escarbas, mon	père	doit être votre témoin ; malgré son âge, je le sais
TXM_etude_des_moeurs	des plus forts sous les armes. Mon	père	m'a souvent parlé des exploits de Bargeton. —Bah ! vous
TXM_etude_des_moeurs	, qui était revenu de Marsac sans son	père	, madame Chardon entra tout effarée. —Hé ! bien, Lucien
TXM_etude_des_moeurs	blanche lui jeta le regard inquisitif d'un	père	empressé de juger l'homme que sa fille a distingué. L'
TXM_etude_des_moeurs	, Louise put se lever, laisser son	père	et monsieur de Bargeton, en faisant signe à Lucien de la
TXM_etude_des_moeurs	, je vais à Paris, et mon	père	emmène Bargeton à l'Escarbas, où il restera pendant mon absence
TXM_etude_des_moeurs	moyens, il emprunterait au successeur de son	père	la somme nécessaire à son séjour durant un an. —Si je
TXM_etude_des_moeurs	qu'il allait traiter d'affaires avec son	père	, petit mensonge qui dans les circonstances actuelles était probable. Les
TXM_etude_des_moeurs	. —Mais quel est le nom de son	père	? —Chardon. —Et que faisait ce Chardon ! —Il était pharmacien
TXM_etude_des_moeurs	gardait les femmes en couches, que votre	père	était en son vivant apothicaire à l'Houmeau, faubourg d'Angoulême
TXM_etude_des_moeurs	voir ceux qui achètent des manuscrits, le	père	Doguereau, rue du Coq, auprès du Louvre, il est
TXM_etude_des_moeurs	grisonnants, et assez poétiquement épars. Le	père	Doguereau, comme l'avait surnommé Porchon, tenait par l'habit
TXM_etude_des_moeurs	, il n'était pas gâté, le	père	Doguereau ! vint à l'hôtel où demeurait son Walter Scott en
TXM_etude_des_moeurs	près, nous serions heureux. Le vieux	père	Séchard ne veut pas donner un liard à son fils ; David
TXM_etude_des_moeurs	quais de Paris, depuis l'étalage du	père	Jérôme, au pont Notre-Dame, jusqu'au Pont-Royal. Vous rencontrerez
TXM_etude_des_moeurs	son début ; un petit vieux, le	père	Cardot et son gendre Camusot ; puis Finot... —Fait -il les
TXM_etude_des_moeurs	vous, et le manuscrit, que le	père	Doguereau vous estimerait quatre cents francs, sera surenchéri jusqu'à quatre
TXM_etude_des_moeurs	Bourdonnais, Juge au Tribunal de commerce,	père	de quatre enfants, marié pour la seconde fois à une épouse
TXM_etude_des_moeurs	aime guère : mais il est comme un	père	pour elle, elle le souffre et se laisse aimer. Elle
TXM_etude_des_moeurs	Dans ce cas -là, on massacrerait son	père	, on est comme un corsaire qui charge ses canons avec les
TXM_etude_des_moeurs	voilà rue de Bondy, dit le petit	père	Cardot que la sortie de Coralie avait atterré. —Si j'ai
TXM_etude_des_moeurs	pensée qui se lisait dans les yeux du	père	Cardot. Lucien comprit soudain que l'état de la chambre où
TXM_etude_des_moeurs	parade comme Bobèche. Le journal servirait son	père	tout cru à la croque au sel de ses plaisanteries, plutôt
TXM_etude_des_moeurs	paraît ton livre ? —Mais, dit le	père	de famille, cela dépend de Dauriat, j'ai fini.
TXM_etude_des_moeurs	L'ex-beau de l'Empire a trouvé le	père	Giroudeau, qui, du plus beau sang-froid du monde, a
TXM_etude_des_moeurs	permettra de quitter le misérable nom de son	père	pour celui de sa mère, ne doit -il pas être au
TXM_etude_des_moeurs	, dit la marquise, je verrai mon	père	et mon oncle qui sont de service auprès du roi, ils
TXM_etude_des_moeurs	dettes, et Frédéric II recevant de son	père	un ducat par mois, et toujours les fameux, les corrupteurs
TXM_etude_des_moeurs	Chez quel escompteur pouvons -nous aller ? —Le	père	Chaboisseau, quai Saint-Michel, vous savez, a fait la dernière
TXM_etude_des_moeurs	mobilier du consentement de ses créanciers au petit	père	Cardot qui, pour ne pas changer la destination de cet appartement
TXM_etude_des_moeurs	parlerons de sa mère accoucheuse, de son	père	apothicaire. Lucien n'a qu'un courage d'épiderme, il
TXM_etude_des_moeurs	Camusot qu'il connaissait ; mais le sérieux	père	de famille, le négociant poudré de ruses et de vertus,
TXM_etude_des_moeurs	—Précisément, répondit Lucien. —Un drôle de	père	, allez ! reprit Courtois. Il fait, dit -on,
TXM_etude_des_moeurs	ce moment des gens aussi liés avec le	père	de David Séchard que peuvent l'être des voisins dans un petit
TXM_etude_des_moeurs	en prison, répondit le médecin, son	père	a refusé de le secourir... —En prison ! reprit Lucien,
TXM_etude_des_moeurs	, un horrible enfant qui ressemblait à son	père	et à sa mère. —Hé ! bien, mon oncle,
TXM_etude_des_moeurs	une invention dont s'était occupé Chardon le	père	, et dont la nécessité devait se faire sentir de jour en
TXM_etude_des_moeurs	Lucien de l'idée première que monsieur Chardon	père	avait eue sur la solution de ce problème d'industrie, il
TXM_etude_des_moeurs	à laquelle le condamnait l'avarice de son	père	, le pauvre imprimeur ne put se résoudre à gâter sa lune
TXM_etude_des_moeurs	_faire part_. Marion, formée par Séchard	père	, façonnait le papier, le trempait, aidait Kolb à l'
TXM_etude_des_moeurs	que, deux ans auparavant, les Séchard	père	et fils avaient vendu vingt-deux mille francs, rapportait alors dix-huit mille
TXM_etude_des_moeurs	parti des débris que leur avait laissés le	père	Séchard, en lui promettant de diriger à elle seule les affaires
TXM_etude_des_moeurs	qu'il est ! Autant demander à un	père	s'il est sûr de son enfant... Ève apprit à son
TXM_etude_des_moeurs	des loyers à payer à monsieur Séchard le	père	qui ne nous comble pas de cadeaux. Après une lutte de
TXM_etude_des_moeurs	la solution du problème dont s'occupa ton	père	, avait un procès avec un sieur Proust à propos d'une
TXM_etude_des_moeurs	; car aujourd'hui le perfectionnement cherché par ton	père	est devenu l'une des nécessités les plus impérieuses de ce temps
TXM_etude_des_moeurs	. Quand Lucien m'a dit que ton	père	, par une sorte d'intuition particulière aux hommes de talent,
TXM_etude_des_moeurs	vous aurez celui de vous taire. —Le	père	Séchard est riche, dit le Petit-Claud en entrant déjà dans les
TXM_etude_des_moeurs	une cause d'insuccès. —Tant que le	père	vivra, il ne donnera pas un liard à son fils,
TXM_etude_des_moeurs	ses proches ! On approuvait la dureté du	père	Séchard envers son fils, on l'admirait ! Maintenant, vous
TXM_etude_des_moeurs	inventeur avec une assurance d'inventeur. —Ton	père	n'est pas encore en pré, répondit Petit-Claud, il tient
TXM_etude_des_moeurs	que je compte sur la mort de mon	père	?... répondit David. Je suis sur la trace d'un
TXM_etude_des_moeurs	francs de rente me suffiraient, et mon	père	doit m'en laisser au moins trois fois autant quelque jour...
TXM_etude_des_moeurs	le commis y consentit, pourvu que le	père	de David Séchard donnât sa garantie par un aval. Ève se
TXM_etude_des_moeurs	en eusse fait un _ours_, comme son	père	, il aurait des rentes... Oh ! c'est ma croix
TXM_etude_des_moeurs	Paris est bien criminelle !... et ton	père	, mon David, est bien impitoyable !... Souffrons en silence
TXM_etude_des_moeurs	de cuit, s'écria Marion, votre	père	vient d'acheter une ferme, il vous en fait, allez
TXM_etude_des_moeurs	. De plus, Petit-Claud fit apparaître Séchard	père	devenu son client. Voici pourquoi. Le lendemain de la visite
TXM_etude_des_moeurs	. —Je ne puis pas _occuper_ pour le	père	lorsque je poursuis le fils, lui dit Cachan, mais allez
TXM_etude_des_moeurs	à Petit-Claud : —Je t'ai envoyé le	père	Séchard, _occupe_ pour moi à charge de revanche. Entre avoués
TXM_etude_des_moeurs	Paris. Le lendemain du jour où le	père	Séchard eut donné sa confiance à Petit-Claud, le grand Cointet vint
TXM_etude_des_moeurs	dit : —Tâchez de donner une leçon au	père	Séchard ! Il est homme à ne jamais pardonner à son fils
